Borough,Borough (upper),District,CCU,Block,Lot,OwnerType,Status_Date,Address,,,,,,,,BoroughB,Borough (upper),DistrictB,CCU,BlockB,LotB,OwnerTypeB,Status_Date,AddressB,,,,,,,,BoroughBR,,DistrictBR,,,,OwnerTypeBR,AddressBR,,,,,,,,,BoroughM,,DistrictM,,,,OwnerTypeM,AddressM,,,,,,,,,BoroughQ,,DistrictQ,,,,OwnerTypeQ,AddressQ,,,,,,,,,,,BoroughS,,DistrictS,,,,OwnerTypeS,AddressS,
brooklyn,BROOKLYN,3,11-11894,1754,27,City,41061,ADJ. 782 MYRTLE AVENUE betw MARCY AVENUE & NOSTRAND AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,8,12-05056,1343,3,Private,40938,85 UTICA AVENUE betw PACIFIC STREET & DEAN STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11894,1754,28,City,41061,ADJ. 782 MYRTLE AVENUE betw MARCY AVENUE & NOSTRAND AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,8,12-05286,1363,7,City,40938,ADJ. 177 BUFFALO AVENUE betw PROSPECT PLACE & ST MARK'S AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11894,1754,29,City,41061,ADJ. 782 MYRTLE AVENUE betw MARCY AVENUE & NOSTRAND AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,11,11-11844,6253,28,Private,41244,NEAR 96 KINGS HIGHWAY betw STILLWELL AVENUE & 78 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11894,1754,30,City,41061,ADJ. 782 MYRTLE AVENUE betw MARCY AVENUE & NOSTRAND AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,11,11-11844,6253,29,Private,41244,NEAR 96 KINGS HIGHWAY betw STILLWELL AVENUE & 78 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11894,1754,31,City,41061,ADJ. 782 MYRTLE AVENUE betw MARCY AVENUE & NOSTRAND AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,11,11-11844,6253,30,Private,41244,NEAR 96 KINGS HIGHWAY betw STILLWELL AVENUE & 78 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11894,1754,32,City,41061,ADJ. 782 MYRTLE AVENUE betw MARCY AVENUE & NOSTRAND AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,11,11-11844,6253,32,Private,41244,NEAR 96 KINGS HIGHWAY betw STILLWELL AVENUE & 78 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,12-05180,1795,67,City,40934,BETWEEN 623 & 637 GREENE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,11,11-11844,6253,33,Private,41244,NEAR 96 KINGS HIGHWAY betw STILLWELL AVENUE & 78 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,12-05180,1795,68,City,40934,BETWEEN 623 & 637 GREENE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11804,1432,48,City,41000,BETWEEN 2093 & 2099 PACIFIC STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,12-05180,1795,69,City,40934,BETWEEN 623 & 637 GREENE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11804,1432,49,City,41000,BETWEEN 2093 & 2099 PACIFIC STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,12-05180,1795,70,City,40934,BETWEEN 623 & 637 GREENE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11839,1446,1,City,41000,ADJ. 1881 BERGEN STREET betw SARATOGA AVENUE & HOWARD AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,12-05180,1795,71,City,40934,BETWEEN 623 & 637 GREENE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05267,1447,14,City,40934,ADJ. 2160 DEAN STREET betw THOMAS S BOYLAND STREET & SARATOGA AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11854,1867,35,Private,41244,ADJ. 166 HERKIMER STREET betw NEW YORK AVENUE & NOSTRAND AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05259,1447,20,City,40935,ADJ. 2180 DEAN STREET betw THOMAS S BOYLAND STREET & SARATOGA AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11880,1871,42,City,41183,ADJ. 446 HERKIMER STREET betw ALBANY AVENUE & KINGSTON AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05204,1450,8,City,40933,ADJ. 2402 DEAN STREET betw SACKMAN STREET & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11880,1871,43,City,41183,ADJ. 446 HERKIMER STREET betw ALBANY AVENUE & KINGSTON AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05204,1450,9,City,40933,ADJ. 2402 DEAN STREET betw SACKMAN STREET & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11947,1942,6,Private,40933,ADJ. 273 SKILLMAN STREET betw LAFAYETTE AVENUE & DE KALB AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05204,1450,10,City,40933,ADJ. 2402 DEAN STREET betw SACKMAN STREET & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,11-11946,1942,9,Private,40933,ADJ. 267 SKILLMAN STREET betw LAFAYETTE AVENUE & DE KALB AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05204,1450,11,City,40933,ADJ. 2402 DEAN STREET betw SACKMAN STREET & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,3,12-05328,1973,38,City,40939,ADJ. 96 QUINCY STREET betw FRANKLIN AVENUE & CLASSON AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05257,1451,48,City,40934,ADJ. 1445 ST MARKS AVENUE betw HOWARD AVENUE & RALPH AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,4,12-05308,3232,42,City,40938,ADJ. 1280 MYRTLE AVENUE betw DE KALB AVENUE & CEDAR STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05015,1458,52,City,41244,OPPOSITE OF 1750 PROSPECT PLACE betw SARATOGA AVENUE & HOWARD AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,4,12-05282,3285,71,City,40939,ADJ. 1177 GREENE AVENUE betw CENTRAL AVENUE & EVERGREEN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11778,1475,39,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,4,12-05283,3296,58,City,40938,ADJ. 105 BLEECKER STREET betw CENTRAL AVENUE & EVERGREEN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11778,1475,40,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,4,12-05284,3342,42,City,40938,BETWEEN 201 & 209 PALMETTO STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11778,1475,41,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,4,12-05284,3342,43,City,40938,BETWEEN 201 & 209 PALMETTO STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11778,1475,44,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,4,12-05252,3387,1,City,40939,ADJ. 1036 JEFFERSON AVENUE betw BUSHWICK AVENUE & NYCTA SUBWAY,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11778,1475,45,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,4,11-11571,3434,42,Private,41153,BETWEEN 1150 & 1146 DECATUR STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11761,1476,34,City,40969,ADJ. 1301 EAST NEW YORK AVENUE betw LINCOLN PLACE & GRAFTON STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11703,3680,29,City,41214,ADJ. 1766 EAST NEW YORK AVENUE betw NYCTA SUBWAY & VAN SINDEREN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05256,1537,1,City,40935,ADJ. 2017 FULTON STREET betw THOMAS S BOYLAND STREET & SARATOGA AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11703,3680,129,City,41214,ADJ. 1766 EAST NEW YORK AVENUE betw NYCTA SUBWAY & VAN SINDEREN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11593,3493,18,Private,41061,OPPOSITE OF 1841 STRAUSS STREET betw PITKIN AVENUE & ST JOHN'S PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11449,3722,114,Private,41244,ADJ. 424 GLENMORE AVENUE betw VERMONT STREET & NEW JERSEY AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05016,3602,44,City,40921,OPPOSITE OF 785 ROCKAWAY AVENUE betw NEWPORT STREET & RIVERDALE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05200,3725,12,City,40934,ADJ. 488 GLENMORE AVENUE betw MILLER AVENUE & BRADFORD STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,11-11668,3612,5,Private,41030,BETWEEN 97 & 101 LOTT AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05200,3725,13,City,40934,ADJ. 488 GLENMORE AVENUE betw MILLER AVENUE & BRADFORD STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,1,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05191,3820,123,City,40939,ADJ. 491 ALABAMA AVENUE betw RIVERDALE AVENUE & NYCTA SUBWAY,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,2,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05067,3865,24,City,40927,ADJ. 719 VAN SINDEREN AVENUE betw LINDEN BOULEVARD & NEW LOTS AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,3,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05067,3865,25,City,40927,ADJ. 719 VAN SINDEREN AVENUE betw LINDEN BOULEVARD & NEW LOTS AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,4,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05067,3865,26,City,40927,ADJ. 719 VAN SINDEREN AVENUE betw LINDEN BOULEVARD & NEW LOTS AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,5,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05067,3865,27,City,40927,ADJ. 719 VAN SINDEREN AVENUE betw LINDEN BOULEVARD & NEW LOTS AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,6,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05041,3866,41,City,40932,BETWEEN 644 & 638 HINSDALE STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,7,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05042,3866,68,City,41214,ADJ. 1747 LINDEN BOULEVARD betw HINSDALE STREET & SNEDIKER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,9,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05043,3992,45,City,41214,OPPOSITE OF 868A GLENMORE AVENUE betw MILFORD STREET & MONTAUK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05205,3677,10,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05044,4000,3,City,41214,ADJ. 335 ASHFORD STREET betw PITKIN AVENUE & GLENMORE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05187,3693,22,City,40932,ADJ. 116 LIBERTY AVENUE betw SACKMAN STREET & CHRISTOPHER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11958,4050,22,City,41183,ADJ. 582 LINWOOD STREET betw BLAKE AVENUE & SUTTER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05187,3693,23,City,40932,ADJ. 116 LIBERTY AVENUE betw SACKMAN STREET & CHRISTOPHER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05092,4067,12,City,40926,ADJ. 661 LINWOOD STREET betw DUMONT AVENUE & BLAKE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05188,3709,16,City,40932,ADJ. 160 GLENMORE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11968,4074,39,City,41183,ADJ. 779 LIVONIA AVENUE betw HENDRIX STREET & VAN SICLEN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05188,3709,17,City,40932,ADJ. 160 GLENMORE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11950,4078,11,City,41061,BETWEEN 577 & 583 JEROME STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05182,3813,115,City,40932,ADJ. 470 POWELL STREET betw RIVERDALE AVENUE & NYCTA SUBWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11969,4081,23,City,41183,BETWEEN 982 & 976 DUMONT AVENUE,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,16,12-05185,3855,40,City,40933,ADJ. 41 NEW LOTS AVENUE betw CHRISTOPHER AVENUE & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11970,4083,29,Private,40932,ADJ. 823 NEW LOTS AVENUE betw ESSEX STREET & LINWOOD STREET,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,17,11-11663,5084,49,Private,41061,ADJ. 194 LENOX ROAD betw ROGERS AVENUE & BEDFORD AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05046,4092,1,Private,40933,ADJ. 607 JEROME STREET betw NEW LOTS AVENUE & NYCTA SUBWAY,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,17,11-11663,5084,51,Private,41061,ADJ. 194 LENOX ROAD betw ROGERS AVENUE & BEDFORD AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05046,4092,2,Private,40933,ADJ. 607 JEROME STREET betw NEW LOTS AVENUE & NYCTA SUBWAY,,,,,,,,,,,,,,,,,,,,,,,,brooklyn,BROOKLYN,18,11-11676,7824,9,Private,41030,ADJ. 4407 AVENUE L betw FLATLANDS AVENUE & TROY AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05046,4092,3,Private,40933,ADJ. 607 JEROME STREET betw NEW LOTS AVENUE & NYCTA SUBWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05162,4142,32,City,40933,OPPOSITE OF 85 DINSMORE PLACE betw CHESTNUT STREET & RICHMOND STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11922,4223,6,City,41183,NEAR 553 GRANT AVENUE betw PITKIN AVENUE & GLENMORE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11923,4258,1,City,41061,REAR OF 338 FORBELL STREET betw SUTTER AVENUE & CONDUIT BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11924,4259,6,City,41153,REAR OF 1483 SUTTER AVENUE betw DREW STREET & FORBELL STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11926,4276,35,Private,40933,REAR OF 673 DREW STREET betw BLAKE AVENUE & SUTTER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11926,4276,40,Private,40933,REAR OF 673 DREW STREET betw BLAKE AVENUE & SUTTER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11926,4276,43,Private,40933,REAR OF 673 DREW STREET betw BLAKE AVENUE & SUTTER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11926,4276,44,Private,40933,REAR OF 673 DREW STREET betw BLAKE AVENUE & SUTTER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11787,4290,30,Private,41153,OPPOSITE OF 1469 BLAKE AVENUE betw DREW STREET & FORBELL STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11955,4309,1,City,41153,ADJ. 745 BARBEY STREET betw HEGEMAN AVENUE & MC CLANCY PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11956,4309,19,Private,40928,ADJ. 682 JEROME STREET betw HEGEMAN AVENUE & MC CLANCY PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11955,4309,46,City,41153,ADJ. 745 BARBEY STREET betw HEGEMAN AVENUE & MC CLANCY PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11954,4313,6,City,41153,OPPOSITE OF 767 NEW LOTS AVENUE betw ELTON STREET & NYCTA SUBWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11951,4348,48,City,41061,ADJ. 879 NEW JERSEY AVENUE betw STANLEY AVENUE & LINDEN BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11951,4348,50,City,41061,ADJ. 879 NEW JERSEY AVENUE betw STANLEY AVENUE & LINDEN BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05195,4448,1,City,40935,OPPOSITE OF 12441 FLATLANDS AVENUE betw ELTON STREET & ASHFORD STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,11-11788,4472,52,Private,41183,ADJ. 479 RUBY STREET betw LINDEN BOULEVARD & 135 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05237,4548,112,City,40934,OPPOSITE OF 1013 HEMLOCK STREET betw AUTUMN LANE & WORTMAN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05234,4551,1,City,40935,NEAR 987 LINCOLN AVENUE betw WORTMAN AVENUE & STANLEY AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,5,12-05236,4569,1,City,40934,OPPOSITE OF 1145 GRANT AVENUE betw FLATLANDS AVENUE & COZINE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,6,11-11559,357,36,City,41061,ADJ. 296 COLUMBIA STREET betw WOODHULL STREET & SUMMIT STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,8,11-11929,1126,7,Private,40934,ADJ. 619 CLASSON AVENUE betw PACIFIC STREET & ATLANTIC AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,8,12-05056,1343,3,Private,40938,85 UTICA AVENUE betw PACIFIC STREET & DEAN STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
